 
Weight percent  	      Group : 210830        	  Sample : 210830_0013_QNT  	 Page 	  1 	 
 
   No. 	   SiO2  	   TiO2  	   Al2O3 	   FeO   	   MnO   	   MgO   	   CaO   	   Na2O  	   K2O   	   P2O5  	   Cr2O3 	   NiO   	  Total  	Comment  
  157  	  0.8221 	  0.0070 	  0.0000 	  0.0000 	  0.0000 	  1.5635 	 52.6800 	  0.0316 	  0.0023 	  0.0000 	  0.0012 	  0.0000 	 55.1078 	GProbe Mitte Grid 010x011 Grid 020x021 
  158  	  0.4436 	  0.0000 	  0.0119 	  0.0173 	  0.0000 	  1.4310 	 52.5500 	  0.0657 	  0.0000 	  0.0000 	  0.0128 	  0.0209 	 54.5532 	GProbe Mitte Grid 010x011 Grid 020x021 
  160  	  0.4281 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.4886 	 52.9400 	  0.0487 	  0.0000 	  0.0154 	  0.0000 	  0.0000 	 54.9208 	GProbe Mitte Grid 010x011 Grid 020x021 
  161  	  0.8014 	  0.0027 	  0.0033 	  0.0045 	  0.0051 	  1.4561 	 52.4500 	  0.0695 	  0.0000 	  0.0046 	  0.0000 	  0.0000 	 54.7972 	GProbe Mitte Grid 010x011 Grid 020x021 
  163  	  0.9737 	  0.0000 	  0.0003 	  0.0000 	  0.0000 	  1.5157 	 53.1200 	  0.0534 	  0.0000 	  0.0000 	  0.0179 	  0.0000 	 55.6810 	GProbe Mitte Grid 010x011 Grid 020x021 
  164  	  1.3419 	  0.0000 	  0.0005 	  0.0093 	  0.0051 	  1.4494 	 52.2200 	  0.0808 	  0.0000 	  0.0107 	  0.0117 	  0.0000 	 55.1294 	GProbe Mitte Grid 010x011 Grid 020x021 
  166  	  0.8291 	  0.0014 	  0.0000 	  0.0000 	  0.0000 	  1.4305 	 52.1500 	  0.0444 	  0.0045 	  0.0000 	  0.0000 	  0.0099 	 54.4699 	GProbe Mitte Grid 010x011 Grid 020x021 
  167  	  0.5162 	  0.0060 	  0.0000 	  0.0000 	  0.0000 	  1.5059 	 52.4800 	  0.0570 	  0.0000 	  0.0014 	  0.0000 	  0.0000 	 54.5665 	GProbe Mitte Grid 010x011 Grid 020x021 
  169  	  0.8821 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.4980 	 52.5300 	  0.0555 	  0.0000 	  0.0100 	  0.0012 	  0.0000 	 54.9768 	GProbe Mitte Grid 010x011 Grid 020x021 
  170  	  0.9668 	  0.0000 	  0.0001 	  0.0159 	  0.0000 	  1.4674 	 52.4400 	  0.0785 	  0.0000 	  0.0084 	  0.0000 	  0.0000 	 54.9771 	GProbe Mitte Grid 010x011 Grid 020x021 
  172  	  0.7558 	  0.0000 	  0.0000 	  0.0046 	  0.0000 	  1.4999 	 52.6100 	  0.0397 	  0.0035 	  0.0000 	  0.0051 	  0.0000 	 54.9187 	GProbe Mitte Grid 010x011 Grid 020x021 
  173  	  1.1002 	  0.0000 	  0.0049 	  0.0116 	  0.0000 	  1.5131 	 52.4200 	  0.0575 	  0.0000 	  0.0086 	  0.0060 	  0.0000 	 55.1219 	GProbe Mitte Grid 010x011 Grid 020x021 
  175  	  1.8839 	  0.0043 	  0.0167 	  0.0000 	  0.0000 	  1.4416 	 51.9500 	  0.0126 	  0.0016 	  0.0048 	  0.0063 	  0.0155 	 55.3373 	GProbe Mitte Grid 010x011 Grid 020x021 
  176  	  0.6389 	  0.0031 	  0.0021 	  0.0037 	  0.0103 	  1.4580 	 52.5400 	  0.0070 	  0.0000 	  0.0111 	  0.0000 	  0.0014 	 54.6757 	GProbe Mitte Grid 010x011 Grid 020x021 
  178  	  1.0614 	  0.0057 	  0.0023 	  0.0000 	  0.0000 	  1.4731 	 52.6400 	  0.0462 	  0.0000 	  0.0004 	  0.0000 	  0.0152 	 55.2444 	GProbe Mitte Grid 010x011 Grid 020x021 
  179  	  0.8181 	  0.0027 	  0.0038 	  0.0000 	  0.0000 	  1.4802 	 52.4500 	  0.0493 	  0.0000 	  0.0000 	  0.0000 	  0.0393 	 54.8434 	GProbe Mitte Grid 010x011 Grid 020x021 
  181  	  0.8457 	  0.0000 	  0.0027 	  0.0037 	  0.0000 	  1.4610 	 52.0000 	  0.0484 	  0.0000 	  0.0000 	  0.0088 	  0.0042 	 54.3745 	GProbe Mitte Grid 010x011 Grid 020x021 
  182  	  0.6492 	  0.0000 	  0.0050 	  0.0000 	  0.0131 	  1.4773 	 52.1500 	  0.0706 	  0.0000 	  0.0095 	  0.0000 	  0.0000 	 54.3747 	GProbe Mitte Grid 010x011 Grid 020x021 
  184  	  1.9349 	  0.0007 	  0.0013 	  0.0000 	  0.0000 	  1.5170 	 51.7800 	  0.0536 	  0.0024 	  0.0000 	  0.0008 	  0.0093 	 55.3000 	GProbe Mitte Grid 010x011 Grid 020x021 
  185  	  0.9147 	  0.0000 	  0.0824 	  0.0000 	  0.0066 	  1.4348 	 52.2400 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	 54.6786 	GProbe Mitte Grid 010x011 Grid 020x021 
  187  	  0.8991 	  0.0082 	  0.0111 	  0.0000 	  0.0112 	  1.4459 	 52.2200 	  0.0422 	  0.0019 	  0.0000 	  0.0009 	  0.0057 	 54.6462 	GProbe Mitte Grid 010x011 Grid 020x021 
  188  	  1.0577 	  0.0003 	  0.0000 	  0.0157 	  0.0000 	  1.4803 	 52.5200 	  0.0510 	  0.0000 	  0.0151 	  0.0109 	  0.0000 	 55.1510 	GProbe Mitte Grid 010x011 Grid 020x021 
  190  	  0.9663 	  0.0000 	  0.0051 	  0.0019 	  0.0000 	  1.5277 	 52.1400 	  0.0974 	  0.0003 	  0.0000 	  0.0066 	  0.0000 	 54.7453 	GProbe Mitte Grid 010x011 Grid 020x021 
  191  	  0.9374 	  0.0057 	  0.0037 	  0.0000 	  0.0000 	  1.4447 	 52.0500 	  0.0320 	  0.0014 	  0.0067 	  0.0000 	  0.0163 	 54.4979 	GProbe Mitte Grid 010x011 Grid 020x021 
  193  	  0.6267 	  0.0000 	  0.0038 	  0.0135 	  0.0000 	  1.4603 	 52.1600 	  0.0717 	  0.0000 	  0.0052 	  0.0079 	  0.0000 	 54.3492 	GProbe Mitte Grid 010x011 Grid 020x021 
  194  	  1.4633 	  0.0000 	  0.0038 	  0.0034 	  0.0000 	  1.3936 	 52.4400 	  0.0577 	  0.0000 	  0.0030 	  0.0000 	  0.0000 	 55.3648 	GProbe Mitte Grid 010x011 Grid 020x021 
  196  	  1.1324 	  0.0069 	  0.0000 	  0.0000 	  0.0000 	  1.4366 	 51.8700 	  0.0470 	  0.0038 	  0.0164 	  0.0000 	  0.0090 	 54.5221 	GProbe Mitte Grid 010x011 Grid 020x021 
  197  	  0.6778 	  0.0084 	  0.0000 	  0.0016 	  0.0060 	  1.4685 	 51.0600 	  0.0000 	  0.0000 	  0.0008 	  0.0039 	  0.0000 	 53.2271 	GProbe Mitte Grid 010x011 Grid 020x021 
  199  	  1.0203 	  0.0088 	  0.0083 	  0.0065 	  0.0000 	  1.5070 	 50.8500 	  0.1211 	  0.0000 	  0.0108 	  0.0037 	  0.0000 	 53.5365 	GProbe Mitte Grid 010x011 Grid 020x021 
  200  	  0.9403 	  0.0000 	  0.0000 	  0.0040 	  0.0112 	  1.4757 	 50.8600 	  0.0384 	  0.0000 	  0.0104 	  0.0000 	  0.0112 	 53.3512 	GProbe Mitte Grid 010x011 Grid 020x021 
  202  	  0.7302 	  0.0000 	  0.0083 	  0.0000 	  0.0060 	  1.4698 	 50.9300 	  0.0545 	  0.0003 	  0.0158 	  0.0000 	  0.0000 	 53.2150 	GProbe Mitte Grid 010x011 Grid 020x021 
  203  	  0.8334 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.4448 	 51.0600 	  0.0684 	  0.0000 	  0.0162 	  0.0000 	  0.0022 	 53.4251 	GProbe Mitte Grid 010x011 Grid 020x021 
  204  	  0.5284 	  0.0000 	  0.0045 	  0.0000 	  0.0000 	  1.4298 	 51.2200 	  0.0173 	  0.0008 	  0.0045 	  0.0000 	  0.0014 	 53.2068 	GProbe Mitte Grid 010x011 Grid 020x021 
  205  	  0.8850 	  0.0001 	  0.0220 	  0.0000 	  0.0065 	  1.4494 	 51.1200 	  0.0000 	  0.0033 	  0.0014 	  0.0000 	  0.0000 	 53.4877 	GProbe Mitte Grid 010x011 Grid 020x021 
  206  	  0.6598 	  0.0031 	  0.0082 	  0.0000 	  0.0000 	  1.4217 	 51.4100 	  0.0691 	  0.0020 	  0.0070 	  0.0000 	  0.0039 	 53.5848 	GProbe Mitte Grid 010x011 Grid 020x021 
  208  	  1.3344 	  0.0000 	  0.0006 	  0.0094 	  0.0000 	  1.4240 	 51.2100 	  0.0456 	  0.0000 	  0.0136 	  0.0027 	  0.0000 	 54.0404 	GProbe Mitte Grid 010x011 Grid 020x021 
  209  	  0.9597 	  0.0081 	  0.0005 	  0.0031 	  0.0000 	  1.4992 	 51.3600 	  0.0631 	  0.0000 	  0.0076 	  0.0000 	  0.0000 	 53.9013 	GProbe Mitte Grid 010x011 Grid 020x021 
  211  	  0.5981 	  0.0000 	  0.0041 	  0.0029 	  0.0000 	  1.3922 	 51.2700 	  0.0530 	  0.0018 	  0.0155 	  0.0006 	  0.0000 	 53.3382 	GProbe Mitte Grid 010x011 Grid 020x021 
  212  	  1.0960 	  0.0000 	  0.0000 	  0.0071 	  0.0018 	  1.4644 	 50.7900 	  0.0510 	  0.0000 	  0.0053 	  0.0042 	  0.0000 	 53.4198 	GProbe Mitte Grid 010x011 Grid 020x021 
  214  	  0.9808 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.4418 	 51.2700 	  0.0750 	  0.0000 	  0.0065 	  0.0000 	  0.0147 	 53.7889 	GProbe Mitte Grid 010x011 Grid 020x021 
  215  	  0.8885 	  0.0162 	  0.0333 	  0.0000 	  0.0000 	  1.4445 	 51.2100 	  0.0332 	  0.0000 	  0.0126 	  0.0087 	  0.0000 	 53.6470 	GProbe Mitte Grid 010x011 Grid 020x021 
  217  	  0.6601 	  0.0093 	  0.0000 	  0.0104 	  0.0000 	  1.4335 	 51.2500 	  0.1102 	  0.0000 	  0.0120 	  0.0174 	  0.0000 	 53.5029 	GProbe Mitte Grid 010x011 Grid 020x021 
  218  	  0.8268 	  0.0065 	  0.0027 	  0.0000 	  0.0000 	  1.4196 	 51.3400 	  0.0944 	  0.0000 	  0.0065 	  0.0000 	  0.0000 	 53.6965 	GProbe Mitte Grid 010x011 Grid 020x021 
  220  	  0.8093 	  0.0086 	  0.0027 	  0.0220 	  0.0000 	  1.4668 	 51.2000 	  0.0674 	  0.0000 	  0.0083 	  0.0086 	  0.0000 	 53.5938 	GProbe Mitte Grid 010x011 Grid 020x021 
  221  	  0.8941 	  0.0078 	  0.0000 	  0.0244 	  0.0000 	  1.4809 	 51.4000 	  0.0662 	  0.0000 	  0.0024 	  0.0120 	  0.0000 	 53.8879 	GProbe Mitte Grid 010x011 Grid 020x021 
  223  	  2.0287 	  0.0055 	  0.0051 	  0.0093 	  0.0000 	  1.4258 	 51.0000 	  0.0636 	  0.0049 	  0.0125 	  0.0000 	  0.0000 	 54.5555 	GProbe Mitte Grid 010x011 Grid 020x021 
  224  	  0.8172 	  0.0002 	  0.0000 	  0.0000 	  0.0000 	  1.4332 	 51.4300 	  0.0493 	  0.0000 	  0.0146 	  0.0000 	  0.0037 	 53.7482 	GProbe Mitte Grid 010x011 Grid 020x021 
  226  	  0.7896 	  0.0065 	  0.0013 	  0.0119 	  0.0000 	  1.4566 	 51.5300 	  0.0693 	  0.0002 	  0.0194 	  0.0000 	  0.0000 	 53.8848 	GProbe Mitte Grid 010x011 Grid 020x021 
  227  	  0.7477 	  0.0066 	  0.0003 	  0.0000 	  0.0000 	  1.4680 	 51.6900 	  0.0620 	  0.0012 	  0.0100 	  0.0000 	  0.0000 	 53.9858 	GProbe Mitte Grid 010x011 Grid 020x021 
  229  	  1.0713 	  0.0000 	  0.0026 	  0.0000 	  0.0000 	  1.4655 	 51.2300 	  0.0660 	  0.0000 	  0.0057 	  0.0046 	  0.0000 	 53.8458 	GProbe Mitte Grid 010x011 Grid 020x021 
  230  	  1.0436 	  0.0027 	  0.0013 	  0.0011 	  0.0000 	  1.5064 	 50.8100 	  0.0604 	  0.0000 	  0.0061 	  0.0000 	  0.0217 	 53.4534 	GProbe Mitte Grid 010x011 Grid 020x021 
  232  	  0.4606 	  0.0053 	  0.0007 	  0.0000 	  0.0000 	  1.4903 	 51.0800 	  0.0487 	  0.0000 	  0.0028 	  0.0002 	  0.0000 	 53.0886 	GProbe Mitte Grid 010x011 Grid 020x021 
  233  	  1.0406 	  0.0031 	  0.0017 	  0.0087 	  0.0000 	  1.4651 	 51.0700 	  0.0596 	  0.0031 	  0.0149 	  0.0000 	  0.0095 	 53.6763 	GProbe Mitte Grid 010x011 Grid 020x021 
  235  	  0.8314 	  0.0000 	  0.0020 	  0.0000 	  0.0000 	  1.4933 	 51.1600 	  0.0741 	  0.0000 	  0.0047 	  0.0006 	  0.0129 	 53.5790 	GProbe Mitte Grid 010x011 Grid 020x021 
  236  	  0.7951 	  0.0000 	  0.0006 	  0.0000 	  0.0158 	  1.5195 	 50.9700 	  0.0687 	  0.0000 	  0.0206 	  0.0000 	  0.0000 	 53.3904 	GProbe Mitte Grid 010x011 Grid 020x021 
  238  	  0.6296 	  0.0007 	  0.0000 	  0.0123 	  0.0042 	  1.4483 	 51.0500 	  0.0502 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	 53.1954 	GProbe Mitte Grid 010x011 Grid 020x021 
  239  	  0.8891 	  0.0000 	  0.0014 	  0.0000 	  0.0000 	  1.4563 	 50.9000 	  0.0719 	  0.0000 	  0.0063 	  0.0079 	  0.0000 	 53.3330 	GProbe Mitte Grid 010x011 Grid 020x021 
  241  	  0.5909 	  0.0000 	  0.0019 	  0.0000 	  0.0000 	  1.4518 	 51.0600 	  0.0566 	  0.0003 	  0.0206 	  0.0000 	  0.0243 	 53.2065 	GProbe Mitte Grid 010x011 Grid 020x021 
  242  	  0.8495 	  0.0090 	  0.0000 	  0.0120 	  0.0102 	  1.3936 	 51.3400 	  0.0685 	  0.0000 	  0.0052 	  0.0090 	  0.0223 	 53.7193 	GProbe Mitte Grid 010x011 Grid 020x021 
  244  	  0.6411 	  0.0000 	  0.0076 	  0.0000 	  0.0088 	  1.5174 	 51.3700 	  0.0779 	  0.0000 	  0.0121 	  0.0000 	  0.0000 	 53.6349 	GProbe Mitte Grid 010x011 Grid 020x021 
  245  	  0.5893 	  0.0000 	  0.0001 	  0.0000 	  0.0000 	  1.4656 	 51.1800 	  0.0684 	  0.0000 	  0.0161 	  0.0025 	  0.0000 	 53.3221 	GProbe Mitte Grid 010x011 Grid 020x021 
  247  	  0.6696 	  0.0004 	  0.0000 	  0.0000 	  0.0000 	  1.4526 	 50.0600 	  0.0722 	  0.0000 	  0.0000 	  0.0092 	  0.0000 	 52.2641 	GProbe Mitte Grid 010x011 Grid 020x021 
  248  	  0.9830 	  0.0000 	  0.0000 	  0.0000 	  0.0018 	  1.3910 	 49.9300 	  0.0590 	  0.0013 	  0.0061 	  0.0000 	  0.0048 	 52.3770 	GProbe Mitte Grid 010x011 Grid 020x021 
  250  	  0.7764 	  0.0049 	  0.0029 	  0.0000 	  0.0135 	  1.4188 	 50.0600 	  0.0630 	  0.0024 	  0.0000 	  0.0000 	  0.0000 	 52.3419 	GProbe Mitte Grid 010x011 Grid 020x021 
  251  	  0.8518 	  0.0000 	  0.0027 	  0.0000 	  0.0074 	  1.3841 	 49.9500 	  0.0661 	  0.0000 	  0.0092 	  0.0000 	  0.0000 	 52.2714 	GProbe Mitte Grid 010x011 Grid 020x021 
  253  	  1.4848 	  0.0000 	  0.0015 	  0.0000 	  0.0000 	  1.3826 	 49.5000 	  0.0513 	  0.0000 	  0.0098 	  0.0073 	  0.0164 	 52.4538 	GProbe Mitte Grid 010x011 Grid 020x021 
  254  	  1.0868 	  0.0000 	  0.0017 	  0.0004 	  0.0000 	  1.4294 	 49.8200 	  0.0689 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	 52.4072 	GProbe Mitte Grid 010x011 Grid 020x021 
  256  	  0.6789 	  0.0000 	  0.0000 	  0.0000 	  0.0028 	  1.3930 	 50.1300 	  0.0567 	  0.0000 	  0.0000 	  0.0055 	  0.0000 	 52.2670 	GProbe Mitte Grid 010x011 Grid 020x021 
  257  	  0.6440 	  0.0000 	  0.0000 	  0.0181 	  0.0000 	  1.3877 	 49.9600 	  0.0648 	  0.0000 	  0.0156 	  0.0175 	  0.0000 	 52.1077 	GProbe Mitte Grid 010x011 Grid 020x021 
  259  	  0.8229 	  0.0007 	  0.0020 	  0.0000 	  0.0000 	  1.3315 	 50.0100 	  0.0581 	  0.0000 	  0.0053 	  0.0000 	  0.0000 	 52.2305 	GProbe Mitte Grid 010x011 Grid 020x021 
  260  	  0.8484 	  0.0040 	  0.0000 	  0.0000 	  0.0000 	  1.3864 	 50.1100 	  0.0664 	  0.0014 	  0.0003 	  0.0193 	  0.0000 	 52.4362 	GProbe Mitte Grid 010x011 Grid 020x021 
  262  	  0.7871 	  0.0028 	  0.0012 	  0.0040 	  0.0000 	  1.4089 	 50.1800 	  0.0652 	  0.0014 	  0.0000 	  0.0164 	  0.0000 	 52.4670 	GProbe Mitte Grid 010x011 Grid 020x021 
  263  	  0.7916 	  0.0050 	  0.0107 	  0.0000 	  0.0000 	  1.4096 	 49.9500 	  0.0662 	  0.0000 	  0.0046 	  0.0000 	  0.0000 	 52.2378 	GProbe Mitte Grid 010x011 Grid 020x021 
  265  	  0.6996 	  0.0032 	  0.0000 	  0.0107 	  0.0000 	  1.3719 	 50.1100 	  0.0553 	  0.0000 	  0.0065 	  0.0055 	  0.0000 	 52.2628 	GProbe Mitte Grid 010x011 Grid 020x021 
  266  	  0.6903 	  0.0118 	  0.0031 	  0.0119 	  0.0000 	  1.4018 	 49.9200 	  0.0631 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	 52.1020 	GProbe Mitte Grid 010x011 Grid 020x021 
  268  	  0.7930 	  0.0027 	  0.0000 	  0.0000 	  0.0000 	  1.4532 	 49.7000 	  0.0765 	  0.0000 	  0.0011 	  0.0162 	  0.0000 	 52.0428 	GProbe Mitte Grid 010x011 Grid 020x021 
  269  	  0.7139 	  0.0011 	  0.0048 	  0.0185 	  0.0186 	  1.4179 	 50.0200 	  0.0705 	  0.0000 	  0.0081 	  0.0000 	  0.0000 	 52.2734 	GProbe Mitte Grid 010x011 Grid 020x021 
  271  	  0.7490 	  0.0004 	  0.0006 	  0.0035 	  0.0000 	  1.3895 	 50.1300 	  0.0572 	  0.0000 	  0.0000 	  0.0006 	  0.0000 	 52.3309 	GProbe Mitte Grid 010x011 Grid 020x021 
  272  	  0.6877 	  0.0000 	  0.0000 	  0.0184 	  0.0121 	  1.3566 	 50.0400 	  0.0575 	  0.0010 	  0.0054 	  0.0000 	  0.0000 	 52.1787 	GProbe Mitte Grid 010x011 Grid 020x021 
  274  	  0.8737 	  0.0001 	  0.0000 	  0.0153 	  0.0000 	  1.4110 	 49.8300 	  0.0642 	  0.0000 	  0.0000 	  0.0000 	  0.0031 	 52.1975 	GProbe Mitte Grid 010x011 Grid 020x021 
  275  	  0.8570 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.4285 	 49.7200 	  0.0672 	  0.0000 	  0.0000 	  0.0000 	  0.0053 	 52.0780 	GProbe Mitte Grid 010x011 Grid 020x021 
  277  	  0.7860 	  0.0098 	  0.0000 	  0.0000 	  0.0070 	  1.3512 	 50.0400 	  0.0488 	  0.0000 	  0.0026 	  0.0003 	  0.0000 	 52.2458 	GProbe Mitte Grid 010x011 Grid 020x021 
  278  	  0.8473 	  0.0000 	  0.0023 	  0.0000 	  0.0000 	  1.3764 	 50.2700 	  0.0660 	  0.0000 	  0.0071 	  0.0000 	  0.0044 	 52.5736 	GProbe Mitte Grid 010x011 Grid 020x021 
  280  	  0.6016 	  0.0000 	  0.0000 	  0.0039 	  0.0000 	  1.4241 	 50.3500 	  0.0618 	  0.0000 	  0.0022 	  0.0000 	  0.0000 	 52.4436 	GProbe Mitte Grid 010x011 Grid 020x021 
  281  	  0.6312 	  0.0000 	  0.0022 	  0.0000 	  0.0000 	  1.4003 	 50.3500 	  0.0472 	  0.0000 	  0.0000 	  0.0212 	  0.0000 	 52.4521 	GProbe Mitte Grid 010x011 Grid 020x021 
  283  	  0.7038 	  0.0000 	  0.0000 	  0.0042 	  0.0000 	  1.3955 	 50.3700 	  0.0664 	  0.0028 	  0.0000 	  0.0055 	  0.0000 	 52.5482 	GProbe Mitte Grid 010x011 Grid 020x021 
  284  	  0.7106 	  0.0037 	  0.0000 	  0.0073 	  0.0173 	  1.3680 	 50.2100 	  0.0551 	  0.0000 	  0.0097 	  0.0000 	  0.0000 	 52.3817 	GProbe Mitte Grid 010x011 Grid 020x021 
  286  	  0.7988 	  0.0054 	  0.0024 	  0.0000 	  0.0000 	  1.4113 	 50.1100 	  0.0768 	  0.0000 	  0.0009 	  0.0000 	  0.0000 	 52.4057 	GProbe Mitte Grid 010x011 Grid 020x021 
  287  	  1.3845 	  0.0000 	  0.0045 	  0.0010 	  0.0000 	  1.3767 	 49.9200 	  0.0713 	  0.0000 	  0.0104 	  0.0070 	  0.0000 	 52.7754 	GProbe Mitte Grid 010x011 Grid 020x021 
  289  	  0.7298 	  0.0082 	  0.0000 	  0.0333 	  0.0000 	  1.4190 	 49.9900 	  0.0640 	  0.0000 	  0.0128 	  0.0000 	  0.0000 	 52.2571 	GProbe Mitte Grid 010x011 Grid 020x021 
  290  	  0.6210 	  0.0072 	  0.0006 	  0.0060 	  0.0000 	  1.3827 	 50.2600 	  0.0655 	  0.0000 	  0.0000 	  0.0046 	  0.0000 	 52.3476 	GProbe Mitte Grid 010x011 Grid 020x021 
  292  	  0.5870 	  0.0000 	  0.0000 	  0.0072 	  0.0000 	  1.3888 	 50.1900 	  0.0542 	  0.0026 	  0.0000 	  0.0000 	  0.0000 	 52.2299 	GProbe Mitte Grid 010x011 Grid 020x021 
  293  	  0.6773 	  0.0000 	  0.0084 	  0.0000 	  0.0000 	  1.4192 	 50.4400 	  0.0713 	  0.0000 	  0.0002 	  0.0216 	  0.0143 	 52.6523 	GProbe Mitte Grid 010x011 Grid 020x021 
 
Minimum	  0.4281 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  1.3315 	  3.4600 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	  0.0000 	 52.0427  
Maximum	 57.8800 	  1.6700 	 18.2800 	  6.5900 	  0.1975 	  2.3400 	 53.1200 	  5.1200 	  5.5700 	  0.9679 	  0.0228 	  0.0393 	101.2086  
Average	 28.7705 	  0.8051 	  8.9178 	  3.1972 	  0.0797 	  1.8592 	 27.4764 	  2.3902 	  2.7125 	  0.4529 	  0.0034 	  0.0046 	 76.6695  
Sigma  	 28.1133 	  0.8085 	  8.9821 	  3.2176 	  0.0789 	  0.4212 	 23.9046 	  2.3582 	  2.7328 	  0.4508 	  0.0057 	  0.0080 	 23.2692  
"No. of data"   197 
 
Detection Limit (ppm)	      Group : 210830        	  Sample : 210830_0013_QNT  	 Page 	  1 	 
 
   No. 	   Mg    	   Si    	   Ca    	   P     	   Cr    	   K     	   Ti    	   Na    	   Al    	   Mn    	   Fe    	   Ni    	 Comment  
    1  	   145.00	   227.00	   155.00	   204.00	   284.00	    89.00	   177.00	   143.00	   125.00	   356.00	   366.00	   369.00		GProbe Mitte Grid 010x011 Grid 020x021 
    2  	   144.00	   232.00	   158.00	   193.00	   281.00	    89.00	   179.00	   144.00	   125.00	   358.00	   364.00	   358.00		GProbe Mitte Grid 010x011 Grid 020x021 
    4  	   145.00	   224.00	   147.00	   214.00	   282.00	    90.00	   176.00	   144.00	   123.00	   359.00	   378.00	   361.00		GProbe Mitte Grid 010x011 Grid 020x021 
    5  	   147.00	   227.00	   159.00	   207.00	   288.00	    89.00	   179.00	   139.00	   125.00	   359.00	   375.00	   364.00		GProbe Mitte Grid 010x011 Grid 020x021 
    7  	   136.00	   233.00	   160.00	   199.00	   280.00	    90.00	   175.00	   139.00	   127.00	   370.00	   360.00	   363.00		GProbe Mitte Grid 010x011 Grid 020x021 
    8  	   138.00	   221.00	   152.00	   207.00	   279.00	    88.00	   176.00	   136.00	   124.00	   369.00	   369.00	   367.00		GProbe Mitte Grid 010x011 Grid 020x021 
   10  	   145.00	   223.00	   158.00	   221.00	   287.00	    87.00	   177.00	   133.00	   126.00	   346.00	   373.00	   377.00		GProbe Mitte Grid 010x011 Grid 020x021 
   11  	   146.00	   227.00	   165.00	   215.00	   287.00	    93.00	   177.00	   134.00	   127.00	   358.00	   372.00	   375.00		GProbe Mitte Grid 010x011 Grid 020x021 
   13  	   144.00	   224.00	   157.00	   198.00	   284.00	    90.00	   174.00	   132.00	   126.00	   365.00	   371.00	   362.00		GProbe Mitte Grid 010x011 Grid 020x021 
   14  	   143.00	   223.00	   162.00	   226.00	   285.00	    89.00	   174.00	   133.00	   126.00	   361.00	   363.00	   375.00		GProbe Mitte Grid 010x011 Grid 020x021 
   16  	   135.00	   217.00	   158.00	   196.00	   284.00	    91.00	   172.00	   141.00	   126.00	   366.00	   362.00	   373.00		GProbe Mitte Grid 010x011 Grid 020x021 
   17  	   147.00	   230.00	   156.00	   212.00	   286.00	    90.00	   176.00	   134.00	   126.00	   352.00	   371.00	   371.00		GProbe Mitte Grid 010x011 Grid 020x021 
   19  	   139.00	   228.00	   155.00	   183.00	   290.00	    91.00	   178.00	   142.00	   127.00	   368.00	   377.00	   369.00		GProbe Mitte Grid 010x011 Grid 020x021 
   20  	   150.00	   229.00	   164.00	   225.00	   285.00	    89.00	   175.00	   134.00	   123.00	   364.00	   374.00	   363.00		GProbe Mitte Grid 010x011 Grid 020x021 
   22  	   141.00	   231.00	   157.00	   220.00	   281.00	    91.00	   179.00	   139.00	   127.00	   350.00	   373.00	   368.00		GProbe Mitte Grid 010x011 Grid 020x021 
   23  	   136.00	   222.00	   161.00	   223.00	   287.00	    88.00	   177.00	   130.00	   125.00	   362.00	   358.00	   360.00		GProbe Mitte Grid 010x011 Grid 020x021 
   25  	   140.00	   222.00	   156.00	   223.00	   281.00	    89.00	   175.00	   134.00	   125.00	   353.00	   374.00	   367.00		GProbe Mitte Grid 010x011 Grid 020x021 
   26  	   137.00	   232.00	   155.00	   192.00	   281.00	    89.00	   175.00	   138.00	   124.00	   358.00	   358.00	   369.00		GProbe Mitte Grid 010x011 Grid 020x021 
   28  	   143.00	   226.00	   156.00	   214.00	   284.00	    88.00	   175.00	   133.00	   124.00	   356.00	   353.00	   374.00		GProbe Mitte Grid 010x011 Grid 020x021 
   29  	   151.00	   227.00	   153.00	   210.00	   284.00	    89.00	   175.00	   137.00	   125.00	   367.00	   376.00	   364.00		GProbe Mitte Grid 010x011 Grid 020x021 
   31  	   141.00	   234.00	   157.00	   213.00	   286.00	    87.00	   172.00	   135.00	   124.00	   355.00	   351.00	   373.00		GProbe Mitte Grid 010x011 Grid 020x021 
   32  	   146.00	   231.00	   163.00	   229.00	   283.00	    87.00	   174.00	   133.00	   126.00	   356.00	   357.00	   357.00		GProbe Mitte Grid 010x011 Grid 020x021 
   34  	   140.00	   222.00	   157.00	   205.00	   281.00	    90.00	   174.00	   139.00	   124.00	   354.00	   380.00	   358.00		GProbe Mitte Grid 010x011 Grid 020x021 
   35  	   135.00	   227.00	   164.00	   219.00	   286.00	    89.00	   174.00	   142.00	   124.00	   359.00	   364.00	   363.00		GProbe Mitte Grid 010x011 Grid 020x021 
